hid,creation_date,operation_id,death_date,season,season_start_month,season_start_day,death_next_season,hive_age_next_season,aqhi_average,prcp_average,wspd_average,ndvi_average,tavg_average,o3_average,aqhi_skew,prcp_skew,wspd_skew,ndvi_skew,tavg_skew,o3_skew,aqhi_max,prcp_max,wspd_max,ndvi_max,tavg_max,o3_max,region,wspd_average_og,tavg_average_og,prcp_average_og,aqhi_average_og
156710,2023-05-12,159,2023-10-29,2023,4,1,True,170,0.9718984201509708,1.5813896401960352,2.4237047780615564,0.171915379183411,2.854318467603113,45.692354910714286,0.6564848450194322,4.320019903432096,0.1459334295462373,0.2986593906967634,-0.9410172312385494,-7.739887342373915,6.0,71.0,18.2,0.4784359209928798,24.6,100.76166666666668, QC,11.2875,17.3625,4.861607142857143,2.642857142857143
75728,2022-06-23,159,2024-03-05,2023,4,1,True,621,1.0167974380540252,1.544291813804771,2.4526943769530702,0.187516662428459,2.814343111213492,48.21487804878049,0.4393660590498967,4.305678946104409,0.2340593561770139,0.6163494974168966,-0.7754691903376407,-7.773593967250944,6.0,71.0,23.2,0.5081964106975693,24.6,100.76166666666668, QC,11.61951219512195,16.682113821138213,4.684552845528455,2.7642276422764227
186957,2023-06-27,159,2024-04-01,2023,4,1,False,279,0.7376467680741049,1.9740949148144489,2.114257536236265,0.1899404021569827,2.948026316873692,34.62209595959596,0.6290761878376241,3.3385153036339195,0.4465238068470646,0.5433476363455807,-0.1848982406688108,-7.202793450690958,4.0,81.1,14.7,0.4795039758204678,24.3,76.94958333333334, QC,8.283333333333333,19.068181818181817,7.2,2.090909090909091
188636,2023-07-03,159,2024-04-01,2023,4,1,False,273,0.750352815507182,1.8841521045457388,2.2354319747015072,0.1909016122730973,2.9402781455949496,34.32293067226891,0.3189397858250532,3.951086875455708,0.2783305614406577,0.3504102244218026,-0.0986647385451831,-6.942755480947017,4.0,84.8,16.8,0.4884809388617465,24.3,73.03041666666667, QC,9.350420168067227,18.921008403361345,6.580672268907564,2.117647058823529
63649,2022-05-29,159,2023-05-05,2023,4,1,True,341,1.3350273821755594,1.7647479199812053,2.647599314192992,0.10123164093022,2.0041925341774225,75.92699999999999,-1.4999999999999991,1.1512105280031857,0.9516503446499271,0.2363852674576153,-0.3621919717905584,-0.7551392155238913,4.0,18.1,23.2,0.239325637505192,8.8,87.11166666666666, QC,14.12,7.42,5.840000000000001,3.8
56410,2022-05-01,159,2023-10-17,2023,4,1,True,534,1.0029773858669426,1.6170709827123693,2.374499016544606,0.1794049270822709,2.79920243433401,48.39765018066848,0.4008808453971836,4.348012615185566,0.4057513590036914,0.6361448557141751,-0.7130747973956126,-7.756392019609637,6.0,84.8,24.3,0.5128677116216204,24.8,102.46041666666667, QC,10.745528455284552,16.431436314363143,5.038211382113821,2.7262872628726287
60252,2022-05-23,159,2024-03-26,2023,4,1,False,673,0.9778134294963208,1.6573950545530918,2.2212447890639604,0.1797405153276601,2.794557173575161,46.55939701897019,0.4616454371658496,3.9394043868138655,0.7481305716174163,0.601349337512687,-0.6341623711641987,-7.735277433381317,6.0,81.1,19.9,0.4934596542864206,24.3,102.46041666666667, QC,9.21869918699187,16.35528455284553,5.2455284552845525,2.658536585365854
185247,2023-06-23,159,2024-02-27,2023,4,1,True,249,0.7355906629075893,1.90400101994882,2.020256330019701,0.1872138717020225,2.9549154873535057,34.15009251968504,0.5956210567719592,3.1794253989825365,0.6854854435523182,0.3989205390743822,-0.1839313045311854,-7.12736486405857,4.0,81.1,16.2,0.4795039758204678,24.7,76.94958333333334, QC,7.540157480314961,19.2,6.71259842519685,2.0866141732283463
170829,2023-06-03,159,2024-04-01,2023,4,1,False,303,0.825680158267462,1.844086580894173,2.005240189097921,0.1845690637673956,2.912235319798731,37.59476990740741,0.5923566274162066,3.179311351127227,1.14541838912853,0.4584479859326111,-0.4718381843201893,-8.073645093468995,5.0,81.1,20.3,0.4934596542864206,24.7,80.01958333333333, QC,7.427777777777778,18.397777777777776,6.322222222222222,2.283333333333333
170830,2023-06-03,159,2024-03-28,2023,4,1,False,299,0.825680158267462,1.844086580894173,2.005240189097921,0.1870632092788493,2.912235319798731,37.59476990740741,0.5923566274162066,3.179311351127227,1.14541838912853,0.3000878381036438,-0.4718381843201893,-8.073645093468995,5.0,81.1,20.3,0.4934596542864206,24.7,80.01958333333333, QC,7.427777777777778,18.397777777777776,6.322222222222222,2.283333333333333
192817,2023-07-24,159,2023-10-03,2023,4,1,True,71,0.7432051609792291,1.3583689485298434,1.9315359042518176,0.1896784095525594,2.901427088573149,30.431559829059832,0.3900030851499779,2.418328024491167,0.2525350980809702,0.0221402051510048,0.0563680661715559,-5.6766753334543445,4.0,29.9,11.1,0.3945093736618918,23.6,68.47041666666667, QC,6.9,18.2,3.889743589743589,2.102564102564102
167461,2023-05-30,159,2024-03-26,2023,4,1,False,301,0.8086078999767847,1.8538171896587736,2.1006373886495937,0.1638007007743449,2.9040539692217058,38.28159574468085,0.8665466090615512,3.4952713475109527,0.9260696354586456,0.6654561669481768,-0.451433045799872,-8.04217493950825,5.0,81.1,17.2,0.4795039758204678,24.3,80.01958333333333, QC,8.171276595744681,18.24787234042553,6.38404255319149,2.24468085106383
65907,2022-05-31,159,2024-03-05,2023,4,1,True,644,0.968543755775698,1.6115881638272045,2.4493478327314664,0.1813860552926752,2.839101164095284,46.55000960614793,0.537782629450624,3.687393730410981,0.4334318310111856,0.6398407832636809,-0.8203759186404228,-7.716870522116526,6.0,71.0,26.2,0.4934596542864206,25.7,104.69666666666669, QC,11.580691642651296,17.100288184438043,5.010662824207493,2.634005763688761
